■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-10-25,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2017-10-24~2019-10-24???영화구분: 일반영화???국적: 한국???지역: 전체???제작사 : 전체???배급사 : 전체???감독명 : 전체???배우명 : 전체???등급별 : 전체???장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
1441,이모의유혹2-무삭제,2019-09-06,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김이슬,
1441,이웃집 아내 무삭제판,2019-07-30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
1441,이채담의 지스팟,2017-10-26,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,박주영,이채담
1441,일반인,,"3,000",0.0%,"3,000",1,1,1,1,한국,한국,골든타이드픽처스(주),,청소년관람불가,멜로/로맨스,김영민,
1441,일본 엄마 2 무삭제,2018-03-20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,김무원,
1441,일본식 아내 길들이기,2019-07-19,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,유한회사 영화사 반딧불,유한회사 영화사 반딧불,청소년관람불가,성인물(에로),김영민,
1441,자매의교환섹스-무삭제,2019-04-05,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,장두만,
1441,자매의은밀한스와핑,2018-12-21,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
1441,작은 엄마 2: 삼촌의 여자들,2017-12-20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,작은 엄마 2: 삼촌의 여자들 (무삭제),2018-03-09,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,작은 엄마 무삭제,2018-03-20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,
1441,작은 엄마들,2018-07-11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,작은 엄마들(무삭제),2018-09-12,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,잘주는 누나들,2019-05-17,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
1441,잘주는 누나들 무삭제판,2019-09-20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
1441,잘주는 여비서들,2019-05-24,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
1441,잘주는 여비서들 무삭제,2019-08-28,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
1441,장모님들,2018-10-16,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,장모님들 (감독판),2018-12-26,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,장모님의 개인교습,2018-09-12,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,장모님의 개인교습 (감독판),2018-11-09,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,장모의유혹-무삭제,2019-05-10,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김이슬,
1441,장모학개론-무삭제,2018-07-06,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김다니엘,
1441,젊은 과부,2019-10-16,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1441,젊은 누나-무삭제판,2019-02-27,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1441,젊은 며느리 무삭제판,2019-09-03,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
1441,젊은 미망인 무삭제판,2019-08-01,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
1441,젊은 새엄마들,2019-08-16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
1441,젊은 새엄마들 무삭제,2019-10-15,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
1441,젊은 아내: 남편 교환의 날,2017-10-27,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1441,젊은 아내: 남편 교환의 날 (무삭제),2018-01-22,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1441,젊은 엄마 친구 무삭제판,2018-11-07,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,
1441,젊은 장모님들,2019-05-03,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1441,젊은 장모님들 - 감독판,2019-08-05,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",이진,
1441,젊은 처제들,2018-09-27,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,젊은 처제들 (감독판),2018-12-18,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,젊은 처형: 그녀를 탐하다,2018-07-11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,젊은 처형: 그녀를 탐하다(무삭제),2018-09-12,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,젊은 형수 2,2018-08-14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1441,젊은 형수 2 무삭제,2019-05-28,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1441,젊은 형수: 형의 여자를 탐하다,2018-01-31,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,"강정훈,강정훈",
1441,젊은 형수: 형의 여자를 탐하다(무삭제),2018-04-17,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,젊은 형수님: 내 여자가 되던 날,2018-07-03,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,젊은 형수님: 내 여자가 되던 날 -무삭제판,2018-08-10,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,젊은 형수님: 형의 여자를 탐하다,2017-12-08,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,젊은 형수님: 형의 여자를 탐하다 -무삭제판,2018-03-09,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,젊은 형수님들 (감독판),2018-12-26,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,젊은장모-무삭제,2018-03-09,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김경훈,
1441,젊은친구엄마,2019-10-18,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,최성길,
1441,젊은형수님들,2018-08-30,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,접대 전문 여비서,2019-05-31,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)레드언더미디어,(주)레드언더미디어,청소년관람불가,드라마,윤준세,
1441,접대 전문 여비서 무삭제,2019-08-13,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)레드언더미디어,(주)레드언더미디어,청소년관람불가,드라마,윤준세,
1441,정사 2018,2018-12-13,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,이은미
1441,정사 : 사촌 여동생들,2018-10-02,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,"정완경,안상진",
1441,정사 : 사촌 여동생들 무삭제,2018-11-14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,정완경,
1441,정사 : 시아버지와 도련님,2018-01-18,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,"이상민,이상민",
1441,정사 : 시아버지와 도련님 무삭제,2018-07-24,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1441,정사 : 아내의 친구 2,2019-08-27,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1441,정사 : 아내의 친구 무삭제,2018-11-16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1441,정사 : 어린 새엄마 무삭제,2018-11-14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,드라마,임현태,
1441,정사 : 엄마친구,2019-10-10,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김환,
1441,정사 : 은밀한 밀애-무삭제판,2018-07-25,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이재상,
1441,정사 : 자매의 유혹 무삭제,2018-11-20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1441,정사 : 착한 며느리들 2 무삭제,2019-03-13,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1441,정사 : 착한 며느리들 무삭제판,2018-04-26,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1441,정사 : 착한 숙모 무삭제,2018-11-20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1441,정사 : 처제의 사랑 무삭제편,2018-11-08,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최민,"이채담,도모세"
1441,정사 : 친구의 엄마 2 무삭제,2018-07-30,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1441,정사 : 친구의 엄마 무삭제,2018-01-16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,곽영근,
1441,정사 : 친구의 여자를 탐하다,2018-10-02,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,"정완경,안상진",
1441,정사 : 친구의 여자를 탐하다 무삭제,2018-11-14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,정완경,
1441,정사 : 캠퍼스 커플 무삭제,2018-11-20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1441,정사-두자매-무삭제,2017-11-29,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,박주영,이채담
1441,정사: 바람난 유부녀들-감독판,2017-12-24,"3,000",0.0%,"3,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,
1441,정사: 질투의 덫-무삭제판,2018-03-28,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1441,제주도 야한밤,2018-03-29,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,박은석,
1441,제주도 야한밤 무삭제,2018-06-07,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,박은석,
1441,조건아빠:슈가대디 무삭제판,2019-04-12,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,멜로/로맨스,한동호,
1441,조건엄마 슈가맘 무삭제판,2019-08-06,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
1441,중독: 관음증-무삭제판,2019-02-20,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1441,직장 스와핑 : 예쁜 여직원들 무삭제판,2018-01-09,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1441,진주의순결상실,2018-08-24,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김다니엘,강민우
1441,진주의순결상실-무삭제,2018-09-28,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김다니엘,
1441,짱,2018-12-28,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,"(주)영화사 사계절,펀펀한영화사",(주)영화사 사계절,청소년관람불가,액션,송재덕,"문지후,이린,김수경,김동욱,김용민,김유민,김재홍,이동규,이상준"
1441,착한 며느리와 시아버지,,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,,,청소년관람불가,멜로/로맨스,,
1441,착한 사촌 여동생,2019-05-03,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
1441,착한 사촌 여동생 무삭제,2019-08-21,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
1441,착한 새누나,2019-06-14,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,착한 새엄마,2017-12-20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,착한 새엄마 -무삭제판,2018-03-26,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,착한 엄마,2017-11-09,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,이수민
1441,착한 엄마 (무삭제),2018-01-25,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,착한 엄마 2 무삭제,2018-11-14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,"(주)영화사 사계절,대호필름",(주)영화사 사계절,청소년관람불가,멜로/로맨스,곽영근,
1441,착한 엄마 무삭제,2018-03-16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,
1441,착한 엄마 친구 무삭제,2017-11-07,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,곽영근,이채담
1441,착한 엄마 친구들,2019-10-04,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,착한 엄마친구 2 무삭제,2018-08-23,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1441,착한 여동생-무삭제,2018-11-16,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김다니엘,
1441,착한 여친 엄마,2019-08-23,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"멜로/로맨스,드라마",김진수,
1441,착한 자매들 무삭제판,2018-11-12,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1441,착한 장모 (무삭제),2018-08-10,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진명,
1441,착한 장모님들과의 정사,2018-06-15,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,착한 장모님들과의 정사(감독판),2018-07-11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
